city,location,value,unit,country,coordinates,timestamp
Delhi,Delhi_Central,71.8,µg/m³,IN,"{'latitude': 28.750403133495762, 'longitude': 77.2485950491694}",2025-09-27 06:30:50.877925
Mumbai,Mumbai_Central,69.7,µg/m³,IN,"{'latitude': 28.47013846474466, 'longitude': 77.14825518260918}",2025-09-27 06:30:50.877925
Kolkata,Kolkata_Central,85.6,µg/m³,IN,"{'latitude': 28.759769221730526, 'longitude': 77.19629153462562}",2025-09-27 06:30:50.877925
Chennai,Chennai_Central,10.0,µg/m³,IN,"{'latitude': 28.55730006212307, 'longitude': 77.18928372324118}",2025-09-27 06:30:50.877925
Bangalore,Bangalore_Central,17.7,µg/m³,IN,"{'latitude': 28.541062184048872, 'longitude': 77.35390040026992}",2025-09-27 06:30:50.877925
Hyderabad,Hyderabad_Central,56.4,µg/m³,IN,"{'latitude': 28.61638725184948, 'longitude': 77.23710963740008}",2025-09-27 06:30:50.877925
Pune,Pune_Central,28.6,µg/m³,IN,"{'latitude': 28.6102170318424, 'longitude': 77.32914786876282}",2025-09-27 06:30:50.877925
Ahmedabad,Ahmedabad_Central,136.0,µg/m³,IN,"{'latitude': 28.572626070158396, 'longitude': 77.1736559765945}",2025-09-27 06:30:50.877925
Jaipur,Jaipur_Central,79.0,µg/m³,IN,"{'latitude': 28.514060594067477, 'longitude': 77.13840906696537}",2025-09-27 06:30:50.877925
Lucknow,Lucknow_Central,88.2,µg/m³,IN,"{'latitude': 28.683066757093016, 'longitude': 76.9889943134474}",2025-09-27 06:30:50.877925
Nagpur,Nagpur_Central,25.3,µg/m³,IN,"{'latitude': 28.493338519508402, 'longitude': 77.16908763094654}",2025-09-27 06:30:50.877925
Indore,Indore_Central,49.9,µg/m³,IN,"{'latitude': 28.606756099887008, 'longitude': 77.27373843633995}",2025-09-27 06:30:50.877925
Patna,Patna_Central,113.7,µg/m³,IN,"{'latitude': 28.755050469386322, 'longitude': 77.10309321010291}",2025-09-27 06:30:50.877925
Vadodara,Vadodara_Central,69.8,µg/m³,IN,"{'latitude': 28.540585539503127, 'longitude': 77.02249295981132}",2025-09-27 06:30:50.877925
Ludhiana,Ludhiana_Central,105.8,µg/m³,IN,"{'latitude': 28.693417349585687, 'longitude': 77.27848013498675}",2025-09-27 06:30:50.877925
Agra,Agra_Central,146.7,µg/m³,IN,"{'latitude': 28.753085894033017, 'longitude': 77.23540957162038}",2025-09-27 06:30:50.877925
Nashik,Nashik_Central,44.9,µg/m³,IN,"{'latitude': 28.625822000992944, 'longitude': 77.24351889305179}",2025-09-27 06:30:50.877925
Faridabad,Faridabad_Central,83.1,µg/m³,IN,"{'latitude': 28.72160983643203, 'longitude': 77.10128042638912}",2025-09-27 06:30:50.877925
Delhi,Delhi_Central,110.3,µg/m³,IN,"{'latitude': 28.476240398217286, 'longitude': 77.25965775862441}",2025-09-27 07:30:50.877925
Mumbai,Mumbai_Central,48.2,µg/m³,IN,"{'latitude': 28.69849712882933, 'longitude': 77.29587793012739}",2025-09-27 07:30:50.877925
Kolkata,Kolkata_Central,33.5,µg/m³,IN,"{'latitude': 28.85265800010049, 'longitude': 77.27426951037494}",2025-09-27 07:30:50.877925
Chennai,Chennai_Central,48.3,µg/m³,IN,"{'latitude': 28.666212714960697, 'longitude': 77.33675624500682}",2025-09-27 07:30:50.877925
Bangalore,Bangalore_Central,45.6,µg/m³,IN,"{'latitude': 28.71650626010049, 'longitude': 77.14389281928658}",2025-09-27 07:30:50.877925
Hyderabad,Hyderabad_Central,45.1,µg/m³,IN,"{'latitude': 28.41396404301995, 'longitude': 77.26656020157522}",2025-09-27 07:30:50.877925
Pune,Pune_Central,44.7,µg/m³,IN,"{'latitude': 28.74406701020802, 'longitude': 77.20899322371731}",2025-09-27 07:30:50.877925
Ahmedabad,Ahmedabad_Central,62.6,µg/m³,IN,"{'latitude': 28.62053671975123, 'longitude': 77.07096117483083}",2025-09-27 07:30:50.877925
Jaipur,Jaipur_Central,84.3,µg/m³,IN,"{'latitude': 28.59636982492552, 'longitude': 77.25147524394265}",2025-09-27 07:30:50.877925
Lucknow,Lucknow_Central,16.6,µg/m³,IN,"{'latitude': 28.54816433187255, 'longitude': 77.28963035787334}",2025-09-27 07:30:50.877925
Kanpur,Kanpur_Central,78.3,µg/m³,IN,"{'latitude': 28.6769111578402, 'longitude': 77.20558217731904}",2025-09-27 07:30:50.877925
Nagpur,Nagpur_Central,37.6,µg/m³,IN,"{'latitude': 28.70009964332356, 'longitude': 77.20227243492934}",2025-09-27 07:30:50.877925
Bhopal,Bhopal_Central,26.9,µg/m³,IN,"{'latitude': 28.67147799066008, 'longitude': 77.08976911669414}",2025-09-27 07:30:50.877925
Patna,Patna_Central,38.2,µg/m³,IN,"{'latitude': 28.588307976193576, 'longitude': 76.97459553885875}",2025-09-27 07:30:50.877925
Vadodara,Vadodara_Central,31.2,µg/m³,IN,"{'latitude': 28.64639643293042, 'longitude': 77.05213917479782}",2025-09-27 07:30:50.877925
Ludhiana,Ludhiana_Central,67.7,µg/m³,IN,"{'latitude': 28.59452769988227, 'longitude': 77.3854994729815}",2025-09-27 07:30:50.877925
Agra,Agra_Central,113.6,µg/m³,IN,"{'latitude': 28.59075770841761, 'longitude': 77.17639268237545}",2025-09-27 07:30:50.877925
Nashik,Nashik_Central,53.7,µg/m³,IN,"{'latitude': 28.40225965382981, 'longitude': 77.26312812228196}",2025-09-27 07:30:50.877925
Faridabad,Faridabad_Central,12.7,µg/m³,IN,"{'latitude': 28.613634643354157, 'longitude': 77.3556362095122}",2025-09-27 07:30:50.877925
Delhi,Delhi_Central,69.6,µg/m³,IN,"{'latitude': 28.696467878761652, 'longitude': 77.08562565245832}",2025-09-27 08:30:50.877925
Mumbai,Mumbai_Central,42.0,µg/m³,IN,"{'latitude': 28.605952545135082, 'longitude': 77.23351236496144}",2025-09-27 08:30:50.877925
Kolkata,Kolkata_Central,50.1,µg/m³,IN,"{'latitude': 28.78234961473585, 'longitude': 77.27374636006046}",2025-09-27 08:30:50.877925
Chennai,Chennai_Central,29.5,µg/m³,IN,"{'latitude': 28.660433007920048, 'longitude': 77.27529992883215}",2025-09-27 08:30:50.877925
Bangalore,Bangalore_Central,24.4,µg/m³,IN,"{'latitude': 28.576839611780002, 'longitude': 77.26131418204497}",2025-09-27 08:30:50.877925
Hyderabad,Hyderabad_Central,10.0,µg/m³,IN,"{'latitude': 28.59911689041519, 'longitude': 77.05047632151711}",2025-09-27 08:30:50.877925
Pune,Pune_Central,21.5,µg/m³,IN,"{'latitude': 28.780043932805444, 'longitude': 77.20910122321155}",2025-09-27 08:30:50.877925
Jaipur,Jaipur_Central,64.2,µg/m³,IN,"{'latitude': 28.629417085397773, 'longitude': 77.08001810137588}",2025-09-27 08:30:50.877925
Lucknow,Lucknow_Central,73.6,µg/m³,IN,"{'latitude': 28.776300858376818, 'longitude': 77.24468201590491}",2025-09-27 08:30:50.877925
Kanpur,Kanpur_Central,90.5,µg/m³,IN,"{'latitude': 28.53668739579304, 'longitude': 77.1769310574965}",2025-09-27 08:30:50.877925
Nagpur,Nagpur_Central,54.0,µg/m³,IN,"{'latitude': 28.408252948561454, 'longitude': 77.22032239611305}",2025-09-27 08:30:50.877925
Indore,Indore_Central,10.0,µg/m³,IN,"{'latitude': 28.66869509402187, 'longitude': 77.3004612174596}",2025-09-27 08:30:50.877925
Bhopal,Bhopal_Central,13.1,µg/m³,IN,"{'latitude': 28.745389181327706, 'longitude': 77.23742766943313}",2025-09-27 08:30:50.877925
Patna,Patna_Central,91.0,µg/m³,IN,"{'latitude': 28.70139494633515, 'longitude': 77.21110112603999}",2025-09-27 08:30:50.877925
Vadodara,Vadodara_Central,65.3,µg/m³,IN,"{'latitude': 28.524563275626218, 'longitude': 77.20364506714925}",2025-09-27 08:30:50.877925
Ludhiana,Ludhiana_Central,10.0,µg/m³,IN,"{'latitude': 28.63700344872656, 'longitude': 77.16523641298271}",2025-09-27 08:30:50.877925
Agra,Agra_Central,37.8,µg/m³,IN,"{'latitude': 28.594678189018992, 'longitude': 77.21062235366966}",2025-09-27 08:30:50.877925
Nashik,Nashik_Central,60.9,µg/m³,IN,"{'latitude': 28.52755416240813, 'longitude': 77.12586997340063}",2025-09-27 08:30:50.877925
Faridabad,Faridabad_Central,96.4,µg/m³,IN,"{'latitude': 28.59097929009072, 'longitude': 77.12608545151058}",2025-09-27 08:30:50.877925
Delhi,Delhi_Central,113.0,µg/m³,IN,"{'latitude': 28.68820270530466, 'longitude': 77.14736975282304}",2025-09-27 09:30:50.877925
Mumbai,Mumbai_Central,87.3,µg/m³,IN,"{'latitude': 28.611525656050365, 'longitude': 77.20523481582161}",2025-09-27 09:30:50.877925
Bangalore,Bangalore_Central,20.6,µg/m³,IN,"{'latitude': 28.663142772065992, 'longitude': 77.21839021233184}",2025-09-27 09:30:50.877925
Hyderabad,Hyderabad_Central,10.0,µg/m³,IN,"{'latitude': 28.649989356685357, 'longitude': 77.44146314191929}",2025-09-27 09:30:50.877925
Pune,Pune_Central,23.3,µg/m³,IN,"{'latitude': 28.479567182625363, 'longitude': 77.0612347663387}",2025-09-27 09:30:50.877925
Ahmedabad,Ahmedabad_Central,67.0,µg/m³,IN,"{'latitude': 28.54038398695143, 'longitude': 77.1031888758448}",2025-09-27 09:30:50.877925
Jaipur,Jaipur_Central,122.7,µg/m³,IN,"{'latitude': 28.699598447028354, 'longitude': 77.3436008639828}",2025-09-27 09:30:50.877925
Nagpur,Nagpur_Central,72.1,µg/m³,IN,"{'latitude': 28.654642612957467, 'longitude': 77.112292667418}",2025-09-27 09:30:50.877925
Indore,Indore_Central,123.3,µg/m³,IN,"{'latitude': 28.526171275734868, 'longitude': 77.07049134526264}",2025-09-27 09:30:50.877925
Bhopal,Bhopal_Central,82.6,µg/m³,IN,"{'latitude': 28.604911290095046, 'longitude': 77.18287143802877}",2025-09-27 09:30:50.877925
Patna,Patna_Central,99.7,µg/m³,IN,"{'latitude': 28.703874985040795, 'longitude': 77.15336410261776}",2025-09-27 09:30:50.877925
Vadodara,Vadodara_Central,19.0,µg/m³,IN,"{'latitude': 28.542993566252893, 'longitude': 77.12333382484327}",2025-09-27 09:30:50.877925
Ludhiana,Ludhiana_Central,48.8,µg/m³,IN,"{'latitude': 28.659914746290248, 'longitude': 77.24536881530462}",2025-09-27 09:30:50.877925
Agra,Agra_Central,211.8,µg/m³,IN,"{'latitude': 28.69402289474449, 'longitude': 77.30153417735835}",2025-09-27 09:30:50.877925
Nashik,Nashik_Central,50.1,µg/m³,IN,"{'latitude': 28.637363538488948, 'longitude': 77.23759443905024}",2025-09-27 09:30:50.877925
Faridabad,Faridabad_Central,38.3,µg/m³,IN,"{'latitude': 28.47574858444027, 'longitude': 77.21468825548473}",2025-09-27 09:30:50.877925
Delhi,Delhi_Central,62.0,µg/m³,IN,"{'latitude': 28.692311426250683, 'longitude': 77.19286351167564}",2025-09-27 10:30:50.877925
Kolkata,Kolkata_Central,12.3,µg/m³,IN,"{'latitude': 28.61491007497427, 'longitude': 77.36315047224848}",2025-09-27 10:30:50.877925
Chennai,Chennai_Central,52.7,µg/m³,IN,"{'latitude': 28.683802043353765, 'longitude': 77.13711484213624}",2025-09-27 10:30:50.877925
Bangalore,Bangalore_Central,41.2,µg/m³,IN,"{'latitude': 28.49182154295047, 'longitude': 77.03992309764575}",2025-09-27 10:30:50.877925
Hyderabad,Hyderabad_Central,47.1,µg/m³,IN,"{'latitude': 28.635340942486124, 'longitude': 77.32705176905533}",2025-09-27 10:30:50.877925
Ahmedabad,Ahmedabad_Central,63.6,µg/m³,IN,"{'latitude': 28.631801809766085, 'longitude': 77.12940281250346}",2025-09-27 10:30:50.877925
Jaipur,Jaipur_Central,10.0,µg/m³,IN,"{'latitude': 28.407646085903494, 'longitude': 77.1815861334409}",2025-09-27 10:30:50.877925
Lucknow,Lucknow_Central,76.3,µg/m³,IN,"{'latitude': 28.607087874088798, 'longitude': 77.2036511875088}",2025-09-27 10:30:50.877925
Kanpur,Kanpur_Central,10.0,µg/m³,IN,"{'latitude': 28.548291690167463, 'longitude': 77.20714449412932}",2025-09-27 10:30:50.877925
Nagpur,Nagpur_Central,10.0,µg/m³,IN,"{'latitude': 28.60839349737158, 'longitude': 77.27052075341174}",2025-09-27 10:30:50.877925
Indore,Indore_Central,64.8,µg/m³,IN,"{'latitude': 28.575580378487988, 'longitude': 77.15763934493602}",2025-09-27 10:30:50.877925
Bhopal,Bhopal_Central,53.3,µg/m³,IN,"{'latitude': 28.538294588968036, 'longitude': 77.00364461030854}",2025-09-27 10:30:50.877925
Patna,Patna_Central,65.0,µg/m³,IN,"{'latitude': 28.694790479355472, 'longitude': 77.36916426136989}",2025-09-27 10:30:50.877925
Vadodara,Vadodara_Central,63.5,µg/m³,IN,"{'latitude': 28.574884247852825, 'longitude': 77.30208099559461}",2025-09-27 10:30:50.877925
Ludhiana,Ludhiana_Central,10.0,µg/m³,IN,"{'latitude': 28.560517835255745, 'longitude': 77.09517235621887}",2025-09-27 10:30:50.877925
Agra,Agra_Central,69.7,µg/m³,IN,"{'latitude': 28.419818589197412, 'longitude': 77.23569414789027}",2025-09-27 10:30:50.877925
Nashik,Nashik_Central,26.0,µg/m³,IN,"{'latitude': 28.67633992760951, 'longitude': 77.02669382295198}",2025-09-27 10:30:50.877925
Faridabad,Faridabad_Central,105.4,µg/m³,IN,"{'latitude': 28.696965142992678, 'longitude': 77.34114549387935}",2025-09-27 10:30:50.877925
Delhi,Delhi_Central,106.6,µg/m³,IN,"{'latitude': 28.63630994435741, 'longitude': 77.24919814070299}",2025-09-27 11:30:50.877925
Mumbai,Mumbai_Central,48.2,µg/m³,IN,"{'latitude': 28.589112290884053, 'longitude': 77.33732657655824}",2025-09-27 11:30:50.877925
Kolkata,Kolkata_Central,10.0,µg/m³,IN,"{'latitude': 28.65410078354928, 'longitude': 77.3099692906113}",2025-09-27 11:30:50.877925
Chennai,Chennai_Central,73.1,µg/m³,IN,"{'latitude': 28.526649061284065, 'longitude': 77.22346642301935}",2025-09-27 11:30:50.877925
Bangalore,Bangalore_Central,16.9,µg/m³,IN,"{'latitude': 28.712038571612407, 'longitude': 77.18161959468338}",2025-09-27 11:30:50.877925
Hyderabad,Hyderabad_Central,13.1,µg/m³,IN,"{'latitude': 28.74367580420942, 'longitude': 77.21235821127159}",2025-09-27 11:30:50.877925
Pune,Pune_Central,10.0,µg/m³,IN,"{'latitude': 28.51393107424076, 'longitude': 77.21365378390605}",2025-09-27 11:30:50.877925
Ahmedabad,Ahmedabad_Central,43.6,µg/m³,IN,"{'latitude': 28.614413278586188, 'longitude': 77.29424815058208}",2025-09-27 11:30:50.877925
Jaipur,Jaipur_Central,58.1,µg/m³,IN,"{'latitude': 28.564547808410172, 'longitude': 76.98423766303381}",2025-09-27 11:30:50.877925
Lucknow,Lucknow_Central,42.6,µg/m³,IN,"{'latitude': 28.653942705489015, 'longitude': 77.26606919220455}",2025-09-27 11:30:50.877925
Kanpur,Kanpur_Central,124.6,µg/m³,IN,"{'latitude': 28.631053872831135, 'longitude': 77.265248115136}",2025-09-27 11:30:50.877925
Indore,Indore_Central,49.2,µg/m³,IN,"{'latitude': 28.47033930874953, 'longitude': 77.3020089724713}",2025-09-27 11:30:50.877925
Bhopal,Bhopal_Central,45.2,µg/m³,IN,"{'latitude': 28.723784827433153, 'longitude': 77.31500161849476}",2025-09-27 11:30:50.877925
Patna,Patna_Central,71.0,µg/m³,IN,"{'latitude': 28.592723641986602, 'longitude': 77.15062857530567}",2025-09-27 11:30:50.877925
Vadodara,Vadodara_Central,51.3,µg/m³,IN,"{'latitude': 28.56956905550778, 'longitude': 77.23880700027357}",2025-09-27 11:30:50.877925
Ludhiana,Ludhiana_Central,31.0,µg/m³,IN,"{'latitude': 28.49486890381226, 'longitude': 77.1882214284573}",2025-09-27 11:30:50.877925
Agra,Agra_Central,22.0,µg/m³,IN,"{'latitude': 28.618084910632504, 'longitude': 76.99168684234759}",2025-09-27 11:30:50.877925
Nashik,Nashik_Central,23.2,µg/m³,IN,"{'latitude': 28.71156137737684, 'longitude': 77.14428471516644}",2025-09-27 11:30:50.877925
Faridabad,Faridabad_Central,46.9,µg/m³,IN,"{'latitude': 28.714354062344327, 'longitude': 77.14842162379149}",2025-09-27 11:30:50.877925
Delhi,Delhi_Central,90.9,µg/m³,IN,"{'latitude': 28.65908522043785, 'longitude': 77.16495123205667}",2025-09-27 12:30:50.877925
Mumbai,Mumbai_Central,15.9,µg/m³,IN,"{'latitude': 28.607976472945417, 'longitude': 77.2013945927054}",2025-09-27 12:30:50.877925
Kolkata,Kolkata_Central,57.9,µg/m³,IN,"{'latitude': 28.642148243163412, 'longitude': 77.30648330738815}",2025-09-27 12:30:50.877925
Chennai,Chennai_Central,50.2,µg/m³,IN,"{'latitude': 28.617744389671273, 'longitude': 77.22997961829414}",2025-09-27 12:30:50.877925
Bangalore,Bangalore_Central,30.8,µg/m³,IN,"{'latitude': 28.693196722188727, 'longitude': 77.18783009606891}",2025-09-27 12:30:50.877925
Hyderabad,Hyderabad_Central,11.4,µg/m³,IN,"{'latitude': 28.583499946376968, 'longitude': 77.14109361662003}",2025-09-27 12:30:50.877925
Pune,Pune_Central,69.0,µg/m³,IN,"{'latitude': 28.64980206252252, 'longitude': 77.19716658905354}",2025-09-27 12:30:50.877925
Ahmedabad,Ahmedabad_Central,100.6,µg/m³,IN,"{'latitude': 28.371621737100497, 'longitude': 77.06538130048015}",2025-09-27 12:30:50.877925
Jaipur,Jaipur_Central,56.1,µg/m³,IN,"{'latitude': 28.7683894588682, 'longitude': 77.22842074366791}",2025-09-27 12:30:50.877925
Lucknow,Lucknow_Central,24.1,µg/m³,IN,"{'latitude': 28.53222171024296, 'longitude': 77.40636758588616}",2025-09-27 12:30:50.877925
Kanpur,Kanpur_Central,121.0,µg/m³,IN,"{'latitude': 28.602097413238155, 'longitude': 77.19548402241641}",2025-09-27 12:30:50.877925
Nagpur,Nagpur_Central,29.8,µg/m³,IN,"{'latitude': 28.554427311482925, 'longitude': 77.24930238240621}",2025-09-27 12:30:50.877925
Indore,Indore_Central,65.1,µg/m³,IN,"{'latitude': 28.660802104977886, 'longitude': 77.21579945268627}",2025-09-27 12:30:50.877925
Bhopal,Bhopal_Central,40.1,µg/m³,IN,"{'latitude': 28.614337440409322, 'longitude': 77.24863236851367}",2025-09-27 12:30:50.877925
Patna,Patna_Central,93.9,µg/m³,IN,"{'latitude': 28.689910999774444, 'longitude': 77.31318037995383}",2025-09-27 12:30:50.877925
Vadodara,Vadodara_Central,13.7,µg/m³,IN,"{'latitude': 28.60230095912906, 'longitude': 77.03720411656037}",2025-09-27 12:30:50.877925
Ludhiana,Ludhiana_Central,53.5,µg/m³,IN,"{'latitude': 28.534260215995737, 'longitude': 77.39441279546858}",2025-09-27 12:30:50.877925
Agra,Agra_Central,66.1,µg/m³,IN,"{'latitude': 28.516302154751397, 'longitude': 77.04253976730445}",2025-09-27 12:30:50.877925
Nashik,Nashik_Central,51.9,µg/m³,IN,"{'latitude': 28.66531575212845, 'longitude': 77.05353365196119}",2025-09-27 12:30:50.877925
Faridabad,Faridabad_Central,65.3,µg/m³,IN,"{'latitude': 28.57044020857076, 'longitude': 77.17968905363655}",2025-09-27 12:30:50.877925
Delhi,Delhi_Central,71.4,µg/m³,IN,"{'latitude': 28.621136154612277, 'longitude': 77.19258391537865}",2025-09-27 13:30:50.877925
Mumbai,Mumbai_Central,31.0,µg/m³,IN,"{'latitude': 28.6527981775749, 'longitude': 77.26112869132449}",2025-09-27 13:30:50.877925
Kolkata,Kolkata_Central,30.9,µg/m³,IN,"{'latitude': 28.660633283464726, 'longitude': 77.15042382647019}",2025-09-27 13:30:50.877925
Chennai,Chennai_Central,52.9,µg/m³,IN,"{'latitude': 28.670634810641175, 'longitude': 77.17058415844376}",2025-09-27 13:30:50.877925
Bangalore,Bangalore_Central,27.3,µg/m³,IN,"{'latitude': 28.587388503696726, 'longitude': 77.15355118833334}",2025-09-27 13:30:50.877925
Hyderabad,Hyderabad_Central,32.7,µg/m³,IN,"{'latitude': 28.4454248819944, 'longitude': 77.12620547409063}",2025-09-27 13:30:50.877925
Ahmedabad,Ahmedabad_Central,49.9,µg/m³,IN,"{'latitude': 28.620215144469253, 'longitude': 77.34036874628755}",2025-09-27 13:30:50.877925
Jaipur,Jaipur_Central,14.4,µg/m³,IN,"{'latitude': 28.643504807088632, 'longitude': 77.21846224670536}",2025-09-27 13:30:50.877925
Lucknow,Lucknow_Central,97.7,µg/m³,IN,"{'latitude': 28.665897235238603, 'longitude': 77.01109918387127}",2025-09-27 13:30:50.877925
Kanpur,Kanpur_Central,125.8,µg/m³,IN,"{'latitude': 28.738232351025832, 'longitude': 77.26393439581007}",2025-09-27 13:30:50.877925
Indore,Indore_Central,54.1,µg/m³,IN,"{'latitude': 28.52922238855606, 'longitude': 77.2633554562694}",2025-09-27 13:30:50.877925
Bhopal,Bhopal_Central,46.5,µg/m³,IN,"{'latitude': 28.60242809462862, 'longitude': 77.29344706986494}",2025-09-27 13:30:50.877925
Patna,Patna_Central,101.3,µg/m³,IN,"{'latitude': 28.696867114240597, 'longitude': 77.12768558390347}",2025-09-27 13:30:50.877925
Vadodara,Vadodara_Central,56.4,µg/m³,IN,"{'latitude': 28.532454907545283, 'longitude': 77.30799484518771}",2025-09-27 13:30:50.877925
Ludhiana,Ludhiana_Central,39.2,µg/m³,IN,"{'latitude': 28.62957998659394, 'longitude': 77.11757157059324}",2025-09-27 13:30:50.877925
Agra,Agra_Central,46.2,µg/m³,IN,"{'latitude': 28.621389098501425, 'longitude': 77.25402010335732}",2025-09-27 13:30:50.877925
Nashik,Nashik_Central,39.1,µg/m³,IN,"{'latitude': 28.66951295390958, 'longitude': 77.12111044515511}",2025-09-27 13:30:50.877925
Faridabad,Faridabad_Central,10.0,µg/m³,IN,"{'latitude': 28.64274705564243, 'longitude': 77.26524203197907}",2025-09-27 13:30:50.877925
Kolkata,Kolkata_Central,26.3,µg/m³,IN,"{'latitude': 28.578221225735557, 'longitude': 77.12746473900762}",2025-09-27 14:30:50.877925
Chennai,Chennai_Central,25.0,µg/m³,IN,"{'latitude': 28.728513336606895, 'longitude': 77.11453009345414}",2025-09-27 14:30:50.877925
Bangalore,Bangalore_Central,32.1,µg/m³,IN,"{'latitude': 28.591143092469604, 'longitude': 77.35962615753174}",2025-09-27 14:30:50.877925
Hyderabad,Hyderabad_Central,26.5,µg/m³,IN,"{'latitude': 28.646279468985288, 'longitude': 77.26007887085925}",2025-09-27 14:30:50.877925
